"","X_id","dzNum","latitude","longitude","bigLat","bigLon"
"2702",113591,7,37.5786179,128.3330797,"37.6","128.3"
"2773",114002,14,36.9940823,126.8373064,"37","126.8"
"2890",114267,0,37.5511043,127.0162547,"37.6","127"
"2893",132556,14,35.1941963,129.0965871,"35.2","129.1"
"2946",113958,22,37.2447684,127.1083252,"37.2","127.1"
"2948",113788,6,37.2447684,127.1083252,"37.2","127.1"
"2997",114261,6,35.2430382,128.5901605,"35.2","128.6"
"117",114855,6,37.2455,127.0439,"37.2","127"
"227",115652,1,37.64628,126.8905,"37.6","126.9"
"252",114385,5,37.32929527,127.10902163,"37.3","127.1"
"260",114338,2,37.2719952,127.4348221,"37.3","127.4"
"364",114772,5,37.4108134,126.9096775,"37.4","126.9"
"375",114960,7,37.19695,127.1197,"37.2","127.1"
"453",115288,5,37.4946932,126.9038383,"37.5","126.9"
"477",115364,6,37.52896,126.6527,"37.5","126.7"
"556",114475,12,35.84853,128.468,"35.8","128.5"
"708",115996,6,37.29344,127.0791,"37.3","127.1"
"719",115667,0,37.5133,127.0451,"37.5","127"
"1026",115088,6,37.6312443,126.8719411,"37.6","126.9"
"1104",115125,6,37.60551,127.0031,"37.6","127"
"1138",121338,1,34.9779934,127.5752266,"35","127.6"
"1195",116227,0,37.56828,126.8116,"37.6","126.8"
"1261",114351,8,37.2682135,126.9522449,"37.3","127"
"1310",116849,1,36.99909,127.1315,"37","127.1"
"1447",115231,6,37.34752,126.7523,"37.3","126.8"
"1584",116086,7,35.2009,126.8225,"35.2","126.8"
"1594",115787,5,37.45218,127.1638,"37.5","127.2"
"1616",117617,6,35.1972624,128.993501,"35.2","129"
"1723",116492,2,37.56203,126.9416,"37.6","126.9"
"1922",115462,7,37.33923,127.0816,"37.3","127.1"
"1946",114965,16,35.1644013,128.0499614,"35.2","128"
"1948",114846,6,35.1644013,128.0499614,"35.2","128"
"1982",115145,0,35.14106,129.0981,"35.1","129.1"
"2275",115457,5,37.61793,127.0036,"37.6","127"
"2280",115029,4,36.34111,127.4088,"36.3","127.4"
"2457",116717,6,37.72105,127.188,"37.7","127.2"
"2544",115254,11,37.50255,126.7107,"37.5","126.7"
"2556",116160,2,37.36551,127.107,"37.4","127.1"
"2584",115512,2,36.32181,127.4027,"36.3","127.4"
"2591",115335,7,36.97916,127.1405,"37","127.1"
"2615",115389,21,35.2456016,128.691895,"35.2","128.7"
"2647",115164,6,35.2340216,128.5766699,"35.2","128.6"
"2669",114997,0,37.5210606,126.698165,"37.5","126.7"
"2932",115077,2,37.8949148,127.2003551,"37.9","127.2"
"3",116626,5,36.71721,127.4243,"36.7","127.4"
"29",115995,5,36.82517,127.1025,"36.8","127.1"
"97",115922,7,37.26053,127.0302,"37.3","127"
"200",115945,6,37.11719,127.0737,"37.1","127.1"
"299",116280,4,37.58625,126.936,"37.6","126.9"
"398",116916,0,37.60857,127.1516,"37.6","127.2"
"404",115695,4,37.3391847,126.7530362,"37.3","126.8"
"405",115696,5,37.3391847,126.7530362,"37.3","126.8"
"406",115917,8,37.3391847,126.7530362,"37.3","126.8"
"655",115725,21,35.8564947,128.5274409,"35.9","128.5"
"805",115774,6,37.41723,126.81,"37.4","126.8"
"838",116393,2,36.35488577,127.44398563,"36.4","127.4"
"1079",115936,21,37.55195,127.1721,"37.6","127.2"
"1148",116287,6,37.2771119,127.0759605,"37.3","127.1"
"1182",116551,22,34.3213,126.7431,"34.3","126.7"
"1183",116558,1,34.3213,126.7431,"34.3","126.7"
"1214",117424,22,37.290142,127.0284212,"37.3","127"
"1232",116305,6,37.32096,127.0805,"37.3","127.1"
"1401",116456,21,36.78409,127.1611,"36.8","127.2"
"1557",116424,6,36.5905805,127.2888057,"36.6","127.3"
"1570",116548,6,35.1595454,126.8526012,"35.2","126.9"
"1589",116054,6,37.67042,126.7486,"37.7","126.7"
"1602",116742,5,37.57276,126.806,"37.6","126.8"
"1667",115954,21,37.5467969,127.1092302,"37.5","127.1"
"1879",116533,6,37.64606,126.8346,"37.6","126.8"
"1896",117333,0,35.41357,127.3853,"35.4","127.4"
"1910",116389,7,37.19365,127.0703,"37.2","127.1"
"1990",116283,6,37.27029,128.2643,"37.3","128.3"
"2014",116357,21,37.51309,127.0938,"37.5","127.1"
"2249",117123,5,35.19553,129.1324,"35.2","129.1"
"2262",115574,14,37.55238,126.8459,"37.6","126.8"
"2372",116688,21,37.29493,127.092,"37.3","127.1"
"2391",115907,14,36.34489,127.3355,"36.3","127.3"
"2411",116512,0,37.46007,126.9006,"37.5","126.9"
"2429",116528,6,37.53348,126.9019,"37.5","126.9"
"2637",116860,6,37.293647,127.0668987,"37.3","127.1"
"2724",115985,2,37.070321,127.1632438,"37.1","127.2"
"2774",115920,7,36.9940823,126.8373064,"37","126.8"
"2907",116609,7,35.8700022,128.5957363,"35.9","128.6"
"2922",116123,20,36.8149648,127.1377947,"36.8","127.1"
"3008",116218,22,37.2941128,127.1122463,"37.3","127.1"
"3049",116572,2,37.4939365,126.9521759,"37.5","127"
"3152",115992,6,37.4809186,127.0904602,"37.5","127.1"
"7",119098,7,37.67003,126.7712,"37.7","126.8"
"115",117768,7,37.35807,127.1245,"37.4","127.1"
"191",117359,6,34.90062,128.6972,"34.9","128.7"
"199",117457,7,37.11719,127.0737,"37.1","127.1"
"658",117518,22,35.3350072,129.0371689,"35.3","129"
"830",117408,6,37.51756,126.729,"37.5","126.7"
"861",117530,6,35.58198,126.8595,"35.6","126.9"
"877",117563,2,37.62429,126.92,"37.6","126.9"
"939",117270,6,37.4456137,127.1403072,"37.4","127.1"
"1010",117271,12,37.4675005,126.8766108,"37.5","126.9"
"1518",120574,14,37.64486,126.6599,"37.6","126.7"
"1838",118265,5,37.01168095,127.03213135,"37","127"
"2015",117302,21,37.9273,128.0613,"37.9","128.1"
"2021",117113,5,36.11814,128.1833,"36.1","128.2"
"2042",117011,5,37.40583,127.155,"37.4","127.2"
"2122",118457,2,35.42571,127.4038,"35.4","127.4"
"2226",116981,0,37.28662,127.1554,"37.3","127.2"
"2234",117811,5,37.33287,127.0972,"37.3","127.1"
"2289",117446,7,37.3552,126.7299,"37.4","126.7"
"2312",117579,6,35.18033,129.1211,"35.2","129.1"
"2345",117584,6,37.23534,127.2028,"37.2","127.2"
"2351",117536,5,35.20633,128.6989,"35.2","128.7"
"2402",117341,21,37.46025,127.1016,"37.5","127.1"
"2469",117527,6,36.3474,127.3919,"36.3","127.4"
"2548",117367,0,37.60698,127.0964,"37.6","127.1"
"2596",118679,1,36.35333,127.3178,"36.4","127.3"
"2613",117073,5,37.51414,126.7094,"37.5","126.7"
"2636",117425,4,37.293647,127.0668987,"37.3","127.1"
"2662",117464,14,37.2865254,126.8668602,"37.3","126.9"
"2807",117578,7,37.5055252,127.0511869,"37.5","127.1"
"3064",118645,0,37.2037507,127.052235,"37.2","127.1"
"63",118695,5,37.33184,127.0975,"37.3","127.1"
"150",118109,22,36.23585,127.283,"36.2","127.3"
"192",118338,6,38.1981682,128.5730421,"38.2","128.6"
"216",118433,7,37.3723,127.1316,"37.4","127.1"
"229",118615,0,35.5898,129.3664,"35.6","129.4"
"312",118221,5,35.8866012,128.6353024,"35.9","128.6"
"418",119139,6,35.18995,126.8341,"35.2","126.8"
"436",119079,6,37.29351,126.9975,"37.3","127"
"454",118374,7,37.27729,127.149,"37.3","127.1"
"539",118516,7,37.5132607,126.7331643,"37.5","126.7"
"592",118289,5,35.55188,129.2984,"35.6","129.3"
"666",118670,7,37.40144,126.9259,"37.4","126.9"
"671",119168,5,37.6618,127.0706,"37.7","127.1"
"828",118364,22,36.7685578,126.4576972,"36.8","126.5"
"876",118379,5,37.55479,127.0304,"37.6","127"
"892",118702,7,37.61679,126.7013,"37.6","126.7"
"901",118179,6,37.61647,127.0197,"37.6","127"
"932",118421,14,35.8857114,128.5828073,"35.9","128.6"
"995",118152,5,35.105714,128.9634233,"35.1","129"
"1016",118122,6,37.5726975,126.9206064,"37.6","126.9"
"1221",118796,6,37.0180534352315,126.919747264558,"37","126.9"
"1320",118862,21,35.17843,129.124,"35.2","129.1"
"1356",118163,6,35.2136021,128.7063347,"35.2","128.7"
"1508",118083,21,37.25385,127.0308,"37.3","127"
"1573",118707,4,37.08633,126.8245,"37.1","126.8"
"1610",118647,2,36.96487,127.2448,"37","127.2"
"1878",118125,0,36.82652,128.6162,"36.8","128.6"
"2057",120310,0,37.31656,126.9558,"37.3","127"
"2119",121187,21,37.49583,126.8931,"37.5","126.9"
"2145",118924,6,35.87367,128.7269,"35.9","128.7"
"2146",117753,6,37.28154,127.112,"37.3","127.1"
"2160",118091,21,36.77132,127.0617,"36.8","127.1"
"2224",118086,7,37.28662,127.1554,"37.3","127.2"
"2257",118298,2,35.17399,126.928,"35.2","126.9"
"2308",117680,5,37.48145,126.9823,"37.5","127"
"2319",118627,0,37.71722,126.8027,"37.7","126.8"
"2504",118093,5,36.60216,127.4793,"36.6","127.5"
"2803",118194,5,37.6650456,126.8922427,"37.7","126.9"
"2854",134997,4,35.9204756,128.5492703,"35.9","128.5"
"17",119885,21,35.35977,127.145,"35.4","127.1"
"120",119248,6,35.82343,128.6299,"35.8","128.6"
"293",119892,7,37.49174,126.5547,"37.5","126.6"
"298",119213,21,37.5078,126.8674,"37.5","126.9"
"370",119070,22,35.1704826,129.032524,"35.2","129"
"417",119397,14,35.18995,126.8341,"35.2","126.8"
"534",118738,12,36.0686579,129.3893766,"36.1","129.4"
"544",132011,12,37.5740678,126.9148441,"37.6","126.9"
"591",119592,12,35.55188,129.2984,"35.6","129.3"
"608",120261,22,36.6488167,127.4515066,"36.6","127.5"
"654",119701,22,37.4997806,127.1534543,"37.5","127.2"
"689",121367,22,37.6004673,127.0372244,"37.6","127"
"881",121302,14,37.71181,127.0489,"37.7","127"
"948",119524,6,37.738098,127.0336819,"37.7","127"
"1096",120092,21,37.01136,127.2067,"37","127.2"
"1110",120280,6,37.60708,127.1613,"37.6","127.2"
"1116",119834,14,37.57291,127.1828,"37.6","127.2"
"1222",119256,7,37.0180534352315,126.919747264558,"37","126.9"
"1251",119255,5,37.5366708,126.745627,"37.5","126.7"
"1349",120297,6,37.6337292,126.8362552,"37.6","126.8"
"1437",120746,6,35.09594,128.9218,"35.1","128.9"
"1735",119375,11,37.5521122,127.1364547,"37.6","127.1"
"2089",119729,0,35.83088,128.7267,"35.8","128.7"
"2148",118809,6,38.07881,127.0749,"38.1","127.1"
"2210",119339,0,37.47831,127.1413,"37.5","127.1"
"2395",119945,6,37.4534,126.7082,"37.5","126.7"
"2403",119770,7,37.30277,127.1186,"37.3","127.1"
"2406",126889,4,36.00209,129.2844,"36","129.3"
"2455",119117,21,37.56191,127.0166,"37.6","127"
"2593",119799,22,37.72628,127.2086,"37.7","127.2"
"2603",119856,7,37.71443,126.7525,"37.7","126.8"
"2804",119232,14,37.5542116,126.9178683,"37.6","126.9"
"2842",120002,22,37.5168721,126.8663985,"37.5","126.9"
"2943",119461,7,37.5359497,126.651853,"37.5","126.7"
"3022",119672,0,37.249816,127.062803,"37.2","127.1"
"3023",119673,0,37.249816,127.062803,"37.2","127.1"
"3024",119674,0,37.249816,127.062803,"37.2","127.1"
"3032",119277,7,37.5034138,126.7660309,"37.5","126.8"
"3116",119621,6,37.1113902,126.913248,"37.1","126.9"
"3118",119622,6,37.1113902,126.913248,"37.1","126.9"
"3148",120036,2,35.3760447,127.1396372,"35.4","127.1"
"3161",119740,22,35.2377715,128.5792534,"35.2","128.6"
"213",120009,22,37.631258,127.0596134,"37.6","127.1"
"231",120076,6,37.20308,127.1131,"37.2","127.1"
"353",120479,5,37.5070382,126.7110968,"37.5","126.7"
"634",120682,5,37.4734174,126.8719458,"37.5","126.9"
"693",120987,6,37.36147,127.2176,"37.4","127.2"
"945",120154,7,37.64498,126.8409,"37.6","126.8"
"1117",120689,2,37.57291,127.1828,"37.6","127.2"
"1139",121337,5,34.9779934,127.5752266,"35","127.6"
"1308",120791,21,37.2721,126.9428,"37.3","126.9"
"2281",121353,7,37.25124,127.0133,"37.3","127"
"2300",120600,7,37.25354,127.0661,"37.3","127.1"
"2310",120790,4,36.3696,127.439,"36.4","127.4"
"2320",120451,7,37.71722,126.8027,"37.7","126.8"
"2335",121039,5,37.35289,126.9301,"37.4","126.9"
"2370",120478,5,37.63061,126.8335,"37.6","126.8"
"2501",121136,21,35.99744,129.3489,"36","129.3"
"2536",120726,7,37.54042,126.8508,"37.5","126.9"
"2537",120628,1,37.54042,126.8508,"37.5","126.9"
"2543",122342,5,37.52951,126.7881,"37.5","126.8"
"2687",120593,2,37.3053648,127.0128151,"37.3","127"
"2862",121002,7,37.3616703,126.9351741,"37.4","126.9"
"2872",133638,12,35.8179804,128.7574412,"35.8","128.8"
"3153",120806,12,37.5973123,127.0385663,"37.6","127"
"22",121469,5,35.1779,126.9042,"35.2","126.9"
"26",121756,6,37.80376,127.0921,"37.8","127.1"
"30",121920,14,37.62256,127.0706,"37.6","127.1"
"207",121668,6,35.8411159,127.1510261,"35.8","127.2"
"266",121528,6,37.60468,126.9072,"37.6","126.9"
"352",121593,21,37.5070382,126.7110968,"37.5","126.7"
"411",121483,21,37.374548,127.3498308,"37.4","127.3"
"432",121276,2,37.35852,126.923,"37.4","126.9"
"578",121723,0,37.7729228,128.9454841,"37.8","128.9"
"594",121817,7,37.43287,127.1562,"37.4","127.2"
"595",121821,5,37.43287,127.1562,"37.4","127.2"
"620",122218,1,35.8857114,128.5828073,"35.9","128.6"
"875",121875,7,37.39303,126.9809,"37.4","127"
"891",121557,6,37.44903,127.1614,"37.4","127.2"
"1241",121956,21,37.27634,127.1181,"37.3","127.1"
"1253",121650,5,37.5366708,126.745627,"37.5","126.7"
"1309",121638,6,37.2721,126.9428,"37.3","126.9"
"1350",121873,7,37.6337292,126.8362552,"37.6","126.8"
"1446",121462,7,37.5034138,126.7660309,"37.5","126.8"
"1475",121657,0,35.54,129.2,"35.5","129.2"
"1476",121655,5,35.54,129.2,"35.5","129.2"
"1504",122382,14,37.50041,127.1023,"37.5","127.1"
"1520",121570,21,37.50412,127.1015,"37.5","127.1"
"1533",121835,5,37.39868,127.2429,"37.4","127.2"
"1595",121757,5,35.16444,126.8592,"35.2","126.9"
"1627",122284,7,36.7102333,127.4256112,"36.7","127.4"
"1666",121148,7,35.87535,128.5526,"35.9","128.6"
"1808",122270,7,37.63866,127.0113,"37.6","127"
"1811",121731,12,35.5241592,127.7223348,"35.5","127.7"
"1947",121502,22,35.1644013,128.0499614,"35.2","128"
"1951",121507,2,35.1644013,128.0499614,"35.2","128"
"1952",121504,22,35.1644013,128.0499614,"35.2","128"
"2032",122238,7,37.64862,127.0292,"37.6","127"
"2070",121544,1,36.62189,127.4502,"36.6","127.5"
"2123",121848,7,37.48973,126.565,"37.5","126.6"
"2274",122445,21,36.73606,127.4525,"36.7","127.5"
"2284",122280,5,34.81237,126.3839,"34.8","126.4"
"2325",122149,7,36.78379,127.0977,"36.8","127.1"
"2336",122521,0,37.52764,126.6516,"37.5","126.7"
"2398",122685,0,37.6166,127.0859,"37.6","127.1"
"2437",121978,0,33.51532,126.5852,"33.5","126.6"
"2466",122330,7,37.3749,127.1189,"37.4","127.1"
"2519",122272,21,37.59663,126.6417,"37.6","126.6"
"2604",121705,6,37.52779,126.7364,"37.5","126.7"
"2606",122204,7,37.53844,126.9682,"37.5","127"
"2616",122163,22,37.6681958,126.7589294,"37.7","126.8"
"2626",124188,22,37.4774235,126.9169023,"37.5","126.9"
"2633",121526,5,37.4333006,126.8828303,"37.4","126.9"
"2639",121952,4,37.59505003,127.21174057,"37.6","127.2"
"2824",121612,4,36.6173094,127.4474207,"36.6","127.4"
"2841",121907,14,37.5168721,126.8663985,"37.5","126.9"
"2863",121720,7,37.6674033,127.1152623,"37.7","127.1"
"2994",121420,7,37.3823845377691,127.125064860296,"37.4","127.1"
"3050",121831,5,37.7852875,127.0458453,"37.8","127"
"3117",122198,14,37.1113902,126.913248,"37.1","126.9"
"3156",124463,5,37.533732,127.1475091,"37.5","127.1"
"1",122891,7,37.16505,127.0616,"37.2","127.1"
"23",123360,7,37.62471,127.0733,"37.6","127.1"
"56",123551,7,37.29521,127.0761,"37.3","127.1"
"96",123930,6,37.5592,126.864,"37.6","126.9"
"119",122955,14,35.82343,128.6299,"35.8","128.6"
"121",123086,6,36.33041,127.3409,"36.3","127.3"
"134",123190,2,37.52795,126.8984,"37.5","126.9"
"314",123055,7,37.5042747,127.1150529,"37.5","127.1"
"350",123020,21,37.5070382,126.7110968,"37.5","126.7"
"554",122481,1,37.6541917,127.056793,"37.7","127.1"
"602",122837,7,37.2033,127.0667,"37.2","127.1"
"622",123115,7,37.5106723,126.8820739,"37.5","126.9"
"627",123445,7,37.5174729,126.9329875,"37.5","126.9"
"931",123684,14,37.5149155,126.673938,"37.5","126.7"
"1033",122996,21,35.12846,126.8922,"35.1","126.9"
"1059",123322,7,37.53802,126.8748,"37.5","126.9"
"1102",122913,21,36.62488,127.462,"36.6","127.5"
"1106",123886,0,35.84708,128.5248,"35.8","128.5"
"1171",122842,5,36.8463441,127.4574265,"36.8","127.5"
"1172",122840,7,36.8463441,127.4574265,"36.8","127.5"
"1184",123669,7,37.57264,126.8068,"37.6","126.8"
"1359",123094,6,37.6540292,126.8370541,"37.7","126.8"
"1547",123593,22,37.6294155,126.8728284,"37.6","126.9"
"1569",123299,7,37.5120339,126.5247798,"37.5","126.5"
"1578",123469,6,37.13957,127.0524,"37.1","127.1"
"1685",122901,21,35.23845,129.0836,"35.2","129.1"
"1695",124128,12,37.55878,127.0176,"37.6","127"
"1719",123046,8,35.32001,129.0223,"35.3","129"
"1721",123057,6,35.94392,126.6896,"35.9","126.7"
"1739",123735,12,36.9902473,127.1176749,"37","127.1"
"1806",124017,6,34.86296,128.6398,"34.9","128.6"
"1904",122845,5,37.58505,126.9374,"37.6","126.9"
"1907",122356,5,37.56894,127.0432,"37.6","127"
"1972",123125,5,37.5633415,127.0371025,"37.6","127"
"1983",122894,7,36.13517,128.119,"36.1","128.1"
"1991",122510,0,37.55734,127.1418,"37.6","127.1"
"2093",123704,6,37.60775,127.1677,"37.6","127.2"
"2181",122855,14,35.16895,129.1753,"35.2","129.2"
"2196",125666,5,36.62072,127.5003,"36.6","127.5"
"2215",122973,5,35.20702,126.8941,"35.2","126.9"
"2360",123001,6,37.60376,127.0996,"37.6","127.1"
"2486",123244,4,37.47202,126.8137,"37.5","126.8"
"2535",122802,6,37.6468,126.678,"37.6","126.7"
"2562",123512,6,37.35068,127.1228,"37.4","127.1"
"2777",124932,5,37.1268683,126.9205169,"37.1","126.9"
"2952",123101,6,35.8186274,127.1261525,"35.8","127.1"
"3034",123399,7,36.7736192,126.4480665,"36.8","126.4"
"3042",123627,7,37.8581622,127.75935,"37.9","127.8"
"10",125025,7,37.50767,126.7224,"37.5","126.7"
"102",124836,6,36.71091,127.4282,"36.7","127.4"
"240",126109,7,35.1508942,126.847103,"35.2","126.8"
"257",124951,6,37.53663,126.7164,"37.5","126.7"
"347",125214,6,37.29767,126.9579,"37.3","127"
"349",124250,11,37.5070382,126.7110968,"37.5","126.7"
"351",124253,11,37.5070382,126.7110968,"37.5","126.7"
"545",124601,7,37.4869405,126.7376696,"37.5","126.7"
"546",124603,7,37.4869405,126.7376696,"37.5","126.7"
"673",124728,12,35.92453,128.6353,"35.9","128.6"
"685",124554,21,36.62194,127.4494,"36.6","127.4"
"688",125124,1,37.6004673,127.0372244,"37.6","127"
"753",124546,2,36.046089,128.9438122,"36","128.9"
"818",124565,7,37.3509337,127.1240583,"37.4","127.1"
"1044",124639,6,37.65345,126.6816,"37.7","126.7"
"1095",125051,2,37.14331,128.2045,"37.1","128.2"
"1103",124882,14,36.62488,127.462,"36.6","127.5"
"1335",124478,5,37.2627155,127.1071356,"37.3","127.1"
"1364",124109,2,37.53879,126.9524,"37.5","127"
"1400",125163,7,37.48611,126.9514,"37.5","127"
"1458",125332,6,36.14571,128.3102,"36.1","128.3"
"1467",123946,7,37.54201,126.9706,"37.5","127"
"1567",124075,22,37.662084595211,127.035465367144,"37.7","127"
"1653",124528,2,36.99276,127.0913,"37","127.1"
"1731",124349,7,37.4307936,126.7176672,"37.4","126.7"
"1953",124057,7,35.1644013,128.0499614,"35.2","128"
"1955",124224,14,34.8493733,128.4314469,"34.8","128.4"
"1957",124989,0,37.5312177,126.6519373,"37.5","126.7"
"1977",125103,7,37.54618,126.719,"37.5","126.7"
"2035",125199,21,35.79802,128.5,"35.8","128.5"
"2096",125026,14,37.01296,127.2685,"37","127.3"
"2158",124706,6,37.4959,127.5998,"37.5","127.6"
"2303",124576,6,37.41763,126.907,"37.4","126.9"
"2330",124389,7,35.09811,128.9193,"35.1","128.9"
"2338",124927,22,35.88341,128.5739,"35.9","128.6"
"2497",125244,14,33.48646,126.5108,"33.5","126.5"
"2500",124762,5,35.22134,128.8318,"35.2","128.8"
"2506",124552,7,35.83683,128.5301,"35.8","128.5"
"2623",125204,5,37.5114796,127.1303405,"37.5","127.1"
"2704",124863,5,35.1703695,129.1842336,"35.2","129.2"
"2775",125093,22,35.0814476,128.9015118,"35.1","128.9"
"2917",124398,6,35.2100255,126.8592102,"35.2","126.9"
"2936",124544,7,36.6424341,127.4890319,"36.6","127.5"
"3060",124378,7,37.3884067,126.9554084,"37.4","127"
"3061",124376,7,37.3884067,126.9554084,"37.4","127"
"3062",124374,7,37.3884067,126.9554084,"37.4","127"
"3157",124450,6,37.533732,127.1475091,"37.5","127.1"
"3158",124460,5,37.533732,127.1475091,"37.5","127.1"
"33",125800,21,36.85449,127.4342,"36.9","127.4"
"152",125816,1,37.5253238,126.7401117,"37.5","126.7"
"339",126653,7,36.09304,128.4371,"36.1","128.4"
"357",125907,6,35.8988,128.5127,"35.9","128.5"
"377",125845,12,37.58067,126.7326,"37.6","126.7"
"407",125531,12,37.9034112,127.0605075,"37.9","127.1"
"408",131875,7,37.9034112,127.0605075,"37.9","127.1"
"573",125652,5,35.55384,129.2678,"35.6","129.3"
"586",126100,7,37.6583599,126.8320201,"37.7","126.8"
"619",127480,14,37.5468,126.7431,"37.5","126.7"
"721",128218,21,35.81437,128.5219,"35.8","128.5"
"745",126248,5,37.3171027,126.9523858,"37.3","127"
"748",125837,6,36.1489385,128.0903734,"36.1","128.1"
"786",127934,22,37.4072345943917,126.955087622646,"37.4","127"
"815",125670,6,37.5069818,126.7217739,"37.5","126.7"
"898",126563,6,36.63923,127.4924,"36.6","127.5"
"1024",126172,22,37.2049815,128.4927122,"37.2","128.5"
"1057",125786,7,37.622281,126.8406693,"37.6","126.8"
"1176",126241,12,34.4802848,126.9383509,"34.5","126.9"
"1185",125956,22,37.57264,126.8068,"37.6","126.8"
"1211",125557,4,37.53773,127.1288,"37.5","127.1"
"1299",126697,6,37.29859,127.0807,"37.3","127.1"
"1323",125704,0,34.96498,127.7204,"35","127.7"
"1328",126452,7,37.2603659,126.962125,"37.3","127"
"1336",125769,7,37.2627155,127.1071356,"37.3","127.1"
"1370",125541,5,37.4061912,127.1542079,"37.4","127.2"
"1378",126221,7,37.64825,126.6269,"37.6","126.6"
"1436",127196,12,35.09594,128.9218,"35.1","128.9"
"1439",127182,12,35.09594,128.9218,"35.1","128.9"
"1536",128132,21,37.53076,127.0396,"37.5","127"
"1625",126136,6,35.8713,128.2514,"35.9","128.3"
"1757",126058,7,37.28431,127.1599,"37.3","127.2"
"1763",125481,6,34.8988761,128.685011,"34.9","128.7"
"1911",126356,14,37.25137,126.9802,"37.3","127"
"1971",125957,0,37.5633415,127.0371025,"37.6","127"
"1978",126011,0,37.77116,126.7793,"37.8","126.8"
"2055",125915,0,37.45852,127.1526,"37.5","127.2"
"2061",125692,7,37.54408,127.0125,"37.5","127"
"2071",127048,14,37.33411,127.118,"37.3","127.1"
"2117",126293,5,37.43806,127.1383,"37.4","127.1"
"2127",125776,7,36.77314,127.0597,"36.8","127.1"
"2129",125854,7,37.90574,127.0078,"37.9","127"
"2243",126396,5,36.62977,127.4206,"36.6","127.4"
"2302",126436,6,36.55411,128.7614,"36.6","128.8"
"2488",129070,7,35.852,127.1187,"35.9","127.1"
"2502",126566,6,35.99744,129.3489,"36","129.3"
"2529",125885,14,37.51777,126.6482,"37.5","126.6"
"2650",125479,7,37.2822812,127.3941154,"37.3","127.4"
"2700",125562,7,37.2410864,127.1775537,"37.2","127.2"
"2914",125663,6,37.7274896,127.0590308,"37.7","127.1"
"2953",125777,6,35.8186274,127.1261525,"35.8","127.1"
"2969",126450,14,37.8213348,127.0412129,"37.8","127"
"3052",125634,7,36.89792229,126.70780831,"36.9","126.7"
"3098",125138,2,36.5668877,128.7225401,"36.6","128.7"
"3099",125140,22,36.5668877,128.7225401,"36.6","128.7"
"3119",126265,22,36.9921075,127.1129451,"37","127.1"
"3151",126306,7,37.5707123,126.8219573,"37.6","126.8"
"59",127418,21,37.50896,126.7672,"37.5","126.8"
"164",127337,7,37.4894,127.4909,"37.5","127.5"
"181",126520,7,35.13995,129.067,"35.1","129.1"
"215",127006,7,37.47873,126.9761,"37.5","127"
"285",127785,7,37.64198,127.2343,"37.6","127.2"
"388",135489,14,35.230784,128.6806679,"35.2","128.7"
"392",128176,6,37.75868,127.0363,"37.8","127"
"397",127569,7,36.78656,127.1574,"36.8","127.2"
"412",129193,22,37.374548,127.3498308,"37.4","127.3"
"480",130191,6,37.5326715,126.8246068,"37.5","126.8"
"687",127119,7,37.4482146,126.893041,"37.4","126.9"
"749",127241,7,36.1489385,128.0903734,"36.1","128.1"
"890",127567,14,37.64068,127.0361,"37.6","127"
"937",127118,21,37.5037286,126.8926628,"37.5","126.9"
"991",127157,6,35.5445857,129.3453869,"35.5","129.3"
"1000",127067,7,36.0909453,128.4466666,"36.1","128.4"
"1014",126835,14,37.5726975,126.9206064,"37.6","126.9"
"1040",127389,7,37.61793,127.01,"37.6","127"
"1100",127740,21,37.56385,126.9953,"37.6","127"
"1332",128089,6,37.1674366,126.8951792,"37.2","126.9"
"1338",126968,12,37.2906917,127.0199458,"37.3","127"
"1430",127014,7,35.8242238,127.1479532,"35.8","127.1"
"1802",127189,7,37.49314,126.7164,"37.5","126.7"
"1805",127582,7,36.3091,127.3487,"36.3","127.3"
"1810",127029,6,36.1019179,128.4201173,"36.1","128.4"
"1847",127434,7,37.5081097,127.1101597,"37.5","127.1"
"1849",129453,12,37.51912,127.108,"37.5","127.1"
"1956",126533,7,36.8058066,127.1097329,"36.8","127.1"
"2016",126979,6,36.43892,127.3846,"36.4","127.4"
"2260",126940,0,37.0076,127.0748,"37","127.1"
"2261",128092,7,37.49662,126.7566,"37.5","126.8"
"2306",127276,21,37.35976,128.3886,"37.4","128.4"
"2481",127561,7,37.65867,127.0473,"37.7","127"
"2493",127102,4,34.81178,126.4811,"34.8","126.5"
"2530",126954,7,37.51777,126.6482,"37.5","126.6"
"2673",127031,7,37.467996,127.205015,"37.5","127.2"
"2701",126865,7,37.2410864,127.1775537,"37.2","127.2"
"2740",127129,6,37.6128912,127.0578527,"37.6","127.1"
"2789",126557,7,34.950637,127.4872135,"35","127.5"
"2916",127601,7,36.99681,127.7126368,"37","127.7"
"2968",126946,12,37.8213348,127.0412129,"37.8","127"
"3138",127500,5,37.4823288,126.6198097,"37.5","126.6"
"54",129185,21,37.6082,127.0545,"37.6","127.1"
"153",128608,6,37.26829,127.0619,"37.3","127.1"
"230",129584,7,37.54042,126.8513,"37.5","126.9"
"315",128353,5,35.8473227,128.527564,"35.8","128.5"
"354",128657,7,37.7454462,127.0938542,"37.7","127.1"
"368",129904,5,34.80712,126.3737,"34.8","126.4"
"505",128337,6,37.5175,126.8513,"37.5","126.9"
"527",128706,5,35.8414469,128.7646715,"35.8","128.8"
